Square_Footage,Num_Bedrooms,Num_Bathrooms,Lot_Size,Garage_Size,Neighborhood_Quality,House_Age,House_Price
-1.1598032277012593,-0.693836229661612,-1.186699205488189,-1.6792784865075054,-1.2546575254555392,-0.2131261309704698,0.26912226650376864,262382.8522740563
1.160724426179242,0.0070084467642585555,1.2525591819489927,1.5223898889704626,-0.02700828332683159,0.1334204234530582,-1.4280451799163947,985260.854490162
0.6188429685423118,-1.3946809060874825,0.03292998823040185,0.660422146962976,-1.2546575254555392,1.1730600867236423,-1.4280451799163947,777977.3901185812
-1.4737757193320689,-1.3946809060874825,0.03292998823040185,-0.03655456076711136,-0.02700828332683159,0.8265135323001143,0.4630842603803587,229698.9186636115
1.6818868869065249,-0.693836229661612,-1.186699205488189,1.4808087543377773,-1.2546575254555392,0.8265135323001143,-0.31276371512600165,1041740.8589249004
0.8993463113190757,1.4086977996159995,1.2525591819489927,-0.23292075127162842,1.200640958801876,0.8265135323001143,-0.1672922197185591,879796.9835223783
0.6817968437677787,-1.3946809060874825,0.03292998823040185,1.6449150173357756,-1.2546575254555392,-1.599312348664582,-1.2340831860398047,814427.8614089885
0.4809819506435045,-1.3946809060874825,-1.186699205488189,0.020962725517277056,-0.02700828332683159,-1.599312348664582,0.7055367527260964,703413.1109446795
-1.7415289101644345,0.0070084467642585555,1.2525591819489927,-1.3596423049425557,-0.02700828332683159,0.8265135323001143,-0.5067257090025917,173875.03721558454
-0.502373518068219,0.707853123190129,0.03292998823040185,0.8969075599812676,1.200640958801876,-0.2131261309704698,0.26912226650376864,504176.5060593679
-1.232319716885025,-0.693836229661612,0.03292998823040185,0.5989207327070326,-0.02700828332683159,1.1730600867236423,-0.9431401952249195,335332.59275293903
0.06022693647835868,-0.693836229661612,1.2525591819489927,0.925302823279575,-1.2546575254555392,-1.252765794241054,0.2206317680346211,635097.3959198
0.09369608533240437,1.4086977996159995,1.2525591819489927,1.5443403159163613,1.200640958801876,1.1730600867236423,0.6570462542569488,701133.8041471172
-0.9016126508271926,1.4086977996159995,1.2525591819489927,0.9374528075259273,-0.02700828332683159,0.8265135323001143,-0.07031122278026405,440726.2848162878
0.8523301260241067,-0.693836229661612,1.2525591819489927,0.3645602718143472,-0.02700828332683159,1.1730600867236423,0.17214126956547357,838719.430503504
1.4356495774803317,1.4086977996159995,-1.186699205488189,1.2178051438254758,-1.2546575254555392,-0.5596726853939978,-0.894649696755772,1019192.6613592046
0.46902868319563107,0.0070084467642585555,1.2525591819489927,0.5793171815719804,-1.2546575254555392,-1.599312348664582,0.4630842603803587,735850.8123421574
-1.4674006433598696,-0.693836229661612,0.03292998823040185,-0.3403740984609902,1.200640958801876,-1.599312348664582,0.026669774158031002,234261.64997473892
-0.9828948694727321,1.4086977996159995,0.03292998823040185,1.316011721183821,-0.02700828332683159,-0.2131261309704698,1.4813847282324568,396246.3588887452
0.19330664739801656,-0.693836229661612,-1.186699205488189,-0.9863413966178147,-1.2546575254555392,-1.252765794241054,-1.4765356783855423,672852.0519810001
-0.21390133032620604,0.707853123190129,0.03292998823040185,0.7229103062598157,1.200640958801876,0.8265135323001143,0.026669774158031002,586086.5685389101
0.34391781724122217,-1.3946809060874825,0.03292998823040185,1.301940929032207,-0.02700828332683159,1.5196066411471703,-0.894649696755772,740174.0146550778
-1.0681615106008961,-0.693836229661612,1.2525591819489927,0.7807544907560293,-0.02700828332683159,-0.2131261309704698,-1.3310641829780996,370167.09090271546
-0.4059504939887063,-1.3946809060874825,0.03292998823040185,0.6626704847532324,1.200640958801876,-0.2131261309704698,-1.3310641829780996,530824.1967752124
-1.6945127248694656,1.4086977996159995,-1.186699205488189,0.854716862256682,1.200640958801876,-1.252765794241054,-0.45823521053344424,227515.3002879812
0.3335583187863985,-1.3946809060874825,1.2525591819489927,-0.14287009748538929,-1.2546575254555392,0.4799669778765862,0.8510082481335389,652166.1423658864
0.5495140173446457,-0.693836229661612,1.2525591819489927,1.2762963931882765,-0.02700828332683159,0.8265135323001143,0.8994987466026865,745670.6371477235
-0.33184023581189087,0.707853123190129,-1.186699205488189,-1.0503904828850403,-0.02700828332683159,1.5196066411471703,0.4145937619112112,513161.95119306416
-0.835471237615626,1.4086977996159995,1.2525591819489927,-1.314197923542724,-0.02700828332683159,-1.599312348664582,-1.088611690632362,432357.9061027443
